CASE_NUMBER,STATUS,APPLICATION_SUBMITTED_DATE,COMPLETED_DATE,CANCELLATION_DATE,BROKER_ID,BROKER_FIRM_ID,LOAN_AMOUNT,PROPERTY_CATEGORY
1449,CANCELLED,2021-04-23 16:26:36.000000000,,2021-09-13 13:28:52.000000000,d0f112ca-863c-4446-b748-941291335deb,03cac00b48d53fdd63a4e338890611c710d5ed09b05afe458af9fcf1d119c777,402534.000000,HMO
1453,COMPLETED,2021-04-29 07:59:48.000000000,2021-10-29 22:59:00.000000000,,1a37e915-10c2-49fa-bc8d-01fb535cd6c4,28a21fc709234578d62dc0a7984021ef4fd37687dae673fd1cfe163fb34a0b74,116471.250000,STANDARD
1456,CANCELLED,2021-04-25 21:52:00.000000000,,,d0f112ca-863c-4446-b748-941291335deb,03cac00b48d53fdd63a4e338890611c710d5ed09b05afe458af9fcf1d119c777,1066678.000000,HMO
1457,COMPLETED,2021-04-26 07:22:38.000000000,2021-09-30 22:59:00.000000000,,a8a45414-cd03-4df5-a26a-e64d2c51b0df,b07e61661335a22175ec2b4f46eb8c07c915df783a8bbe6f858c0b0981e8e775,179911.000000,STANDARD
1459,CANCELLED,2021-04-28 13:39:55.000000000,,,cf09571f-ce10-4021-a143-bad12db49b57,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,116200.750000,STANDARD
1460,CANCELLED,2021-04-28 12:40:44.000000000,,2021-07-29 09:29:22.000000000,fed16c76-e89d-4e25-81a3-a2e4a54228b3,e56bfe59d595d8903d0ab04fa76da03af9bf9e9375f3d599715c324e0ecdf231,273984.000000,STANDARD
1462,CANCELLED,2021-04-30 12:09:21.000000000,,2021-06-23 09:04:01.000000000,5ac95379-27b3-4ead-b733-d6e88cc7c27d,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,453573.000000,STANDARD
1463,CANCELLED,2021-04-27 13:52:04.000000000,,2021-05-17 09:57:04.000000000,d7c6709e-06be-43ae-9019-76376fd040e9,e1879732706cf022f59b62b7c4ec256195c4fdfddb33642d4b15c9a6aa1f03e9,284502.380000,STANDARD
1466,COMPLETED,2021-04-27 10:53:37.000000000,2021-08-26 22:59:00.000000000,,d0136f69-4397-4b24-bfa7-6ed40323431d,3cc79facf052fc0d39e2a63597ffc5789a5ef8e657ed34ff344e806d032c1f6f,205990.000000,STANDARD
1470,CANCELLED,2021-04-26 17:19:50.000000000,,,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,264710.750000,STANDARD
1478,COMPLETED,2021-04-29 17:51:07.000000000,2021-09-06 22:59:00.000000000,,ab4041d0-135f-4078-a1d8-a4976f8555b4,64ec81d9917359af011b90f03decf394ad30fd2b78370104b974b76ad435a294,215262.250000,STANDARD
1479,CANCELLED,2021-04-28 09:17:45.000000000,,,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,97701.500000,STANDARD
1482,CANCELLED,2021-04-29 12:12:07.000000000,,2021-05-17 09:59:00.000000000,d7c6709e-06be-43ae-9019-76376fd040e9,e1879732706cf022f59b62b7c4ec256195c4fdfddb33642d4b15c9a6aa1f03e9,279003.630000,STANDARD
1483,COMPLETED,2021-04-27 16:26:29.000000000,2021-08-04 22:59:00.000000000,,a2840a78-e5d2-493d-9ad1-d2b0638babaa,bc64124eebbb3e69b373b276778710fa0ea4ce27633afbf207f71620b6be2ef4,171396.340000,STANDARD
1485,COMPLETED,2021-04-27 16:24:02.000000000,2021-08-04 22:59:00.000000000,,a2840a78-e5d2-493d-9ad1-d2b0638babaa,bc64124eebbb3e69b373b276778710fa0ea4ce27633afbf207f71620b6be2ef4,146911.820000,STANDARD
1488,CANCELLED,2021-04-29 15:00:45.000000000,,2021-12-14 16:32:22.000000000,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,330959.000000,STANDARD
1498,IN_PROGRESS,2021-04-29 13:13:32.000000000,,,d0136f69-4397-4b24-bfa7-6ed40323431d,3cc79facf052fc0d39e2a63597ffc5789a5ef8e657ed34ff344e806d032c1f6f,111281.500000,HMO
1510,COMPLETED,2021-04-29 19:06:26.000000000,2021-07-09 22:59:00.000000000,,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,277702.250000,STANDARD
1515,CANCELLED,2021-04-29 13:00:38.000000000,,2021-05-17 10:00:00.000000000,d7c6709e-06be-43ae-9019-76376fd040e9,e1879732706cf022f59b62b7c4ec256195c4fdfddb33642d4b15c9a6aa1f03e9,187701.880000,STANDARD
1517,COMPLETED,2021-04-29 14:49:16.000000000,2021-06-11 22:59:00.000000000,,4507a377-3fdd-4214-a085-3429c0591258,31f7b7a2313ff75870e756b74f34d1de2eb0e3848adc939819b9663f02dac1b6,227512.750000,STANDARD
1519,COMPLETED,2021-05-04 09:52:32.000000000,2021-08-27 22:59:00.000000000,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,252460.250000,STANDARD
1522,CANCELLED,2021-04-30 09:07:56.000000000,,2021-06-16 15:15:41.000000000,97cda422-14fb-419f-ab7b-d64795eabd34,e5f68ef117bde358ab073682ebf90344cf3eab1aec302a4de3af9b0ddc61df9d,138872.000000,STANDARD
1523,CANCELLED,2021-04-30 09:47:42.000000000,,2021-06-22 10:19:02.000000000,97cda422-14fb-419f-ab7b-d64795eabd34,e5f68ef117bde358ab073682ebf90344cf3eab1aec302a4de3af9b0ddc61df9d,138872.000000,STANDARD
1524,COMPLETED,2021-04-30 08:08:49.000000000,2021-06-22 22:59:00.000000000,,29138dc0-bafe-479e-8206-fc9b2eaeee61,6702c41cb46280436bd51ba27456f70b961a95f62fde55f89ec971a5e604e00f,119187.380000,STANDARD
1525,IN_PROGRESS,2021-04-29 20:05:33.000000000,,,9a99ab3e-09fa-4eb8-aeaa-132b5d2361aa,0f80a61af66cef6c47022cfdcb2a67f4ef08c4297f767954c927a69a70a86d27,339822.000000,STANDARD
1526,IN_PROGRESS,2021-04-29 20:15:00.000000000,,,9a99ab3e-09fa-4eb8-aeaa-132b5d2361aa,0f80a61af66cef6c47022cfdcb2a67f4ef08c4297f767954c927a69a70a86d27,339822.000000,STANDARD
1529,COMPLETED,2021-04-30 09:50:02.000000000,2021-06-14 22:59:00.000000000,,4507a377-3fdd-4214-a085-3429c0591258,31f7b7a2313ff75870e756b74f34d1de2eb0e3848adc939819b9663f02dac1b6,110070.250000,STANDARD
1530,CANCELLED,2021-05-10 12:32:18.000000000,,,0e8fc14a-b53f-423d-a1a7-03376af5d73e,e63faaebcad7b0395f980893ed785f8d4fc26511395cd34d52238bae5727a917,174789.000000,STANDARD
1531,CANCELLED,2021-05-12 08:55:28.000000000,,2021-08-18 15:14:15.000000000,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,476531.880000,STANDARD
1533,COMPLETED,2021-05-10 12:32:56.000000000,2021-08-13 22:59:00.000000000,,0e8fc14a-b53f-423d-a1a7-03376af5d73e,e63faaebcad7b0395f980893ed785f8d4fc26511395cd34d52238bae5727a917,267986.000000,STANDARD
1534,IN_PROGRESS,2021-05-05 14:34:21.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,164301.630000,HMO
1536,CANCELLED,2021-05-04 12:42:50.000000000,,2021-06-22 09:50:42.000000000,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,297997.000000,HMO
1544,CANCELLED,2021-05-27 16:35:14.000000000,,,8131954a-be66-4c22-8183-e51b4a1004f0,ea04190556b04a6b3f18f490c15dce3db8695fac637bb100820dcbd00d65314c,663958.000000,STANDARD
1545,CANCELLED,2021-05-17 14:42:28.000000000,,2021-06-22 07:57:28.000000000,8131954a-be66-4c22-8183-e51b4a1004f0,ea04190556b04a6b3f18f490c15dce3db8695fac637bb100820dcbd00d65314c,152602.500000,STANDARD
1551,CANCELLED,2021-05-07 12:16:41.000000000,,2022-02-11 16:33:40.000000000,5ac95379-27b3-4ead-b733-d6e88cc7c27d,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,134701.000000,STANDARD
1552,CANCELLED,2021-05-16 09:51:53.000000000,,2021-06-28 15:59:12.000000000,5ac95379-27b3-4ead-b733-d6e88cc7c27d,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,113047.500000,STANDARD
1553,CANCELLED,2021-05-07 08:13:08.000000000,,2021-07-21 12:48:30.000000000,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,339106.750000,STANDARD
1558,COMPLETED,2021-05-05 13:54:13.000000000,2021-10-18 22:59:00.000000000,,dfca4826-46f4-440e-914a-372f13a8fbdc,617fc15fcff0e4016962c9c25ed218f986e369e07ab379fa4cb2bb5b180ac52b,289521.000000,HMO
1560,IN_PROGRESS,2021-05-05 14:25:44.000000000,,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,303648.000000,HMO
1566,COMPLETED,2021-05-05 16:14:26.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,126161.750000,STANDARD
1567,CANCELLED,2021-05-05 13:20:22.000000000,,2021-05-20 13:19:45.000000000,c66ad127-52a9-4fae-890a-23728e2d275c,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,147268.250000,STANDARD
1574,COMPLETED,2021-05-11 13:18:55.000000000,2021-11-26 22:59:00.000000000,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,112380.000000,STANDARD
1576,CANCELLED,2021-05-05 13:47:04.000000000,,2021-05-20 13:23:56.000000000,c66ad127-52a9-4fae-890a-23728e2d275c,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,137995.000000,STANDARD
1577,CANCELLED,2021-05-05 13:59:25.000000000,,2021-05-20 13:20:51.000000000,c66ad127-52a9-4fae-890a-23728e2d275c,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,147268.250000,STANDARD
1578,CANCELLED,2021-05-06 10:24:31.000000000,,2021-05-12 14:37:20.000000000,19b9e6a3-120d-4bb2-9409-8b71e2ecabe7,c32fbeac32911ad93db398afb1bfed20a374a8e9aa4f2e21dc4dc273be82846c,343220.000000,STANDARD
1579,CANCELLED,2021-05-05 14:08:00.000000000,,2021-05-20 13:21:46.000000000,c66ad127-52a9-4fae-890a-23728e2d275c,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,137995.000000,STANDARD
1581,IN_PROGRESS,2021-05-06 13:17:44.000000000,,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,161370.000000,STANDARD
1584,COMPLETED,2021-05-06 10:35:14.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,97701.500000,STANDARD
1589,COMPLETED,2021-05-06 12:36:10.000000000,2021-08-05 22:59:00.000000000,,8898e1cd-d55c-4a58-b429-1f23ece4cbb5,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,157672.000000,STANDARD
1590,CANCELLED,2021-05-06 13:28:41.000000000,,2021-06-07 14:03:18.000000000,a7edc14f-0958-4224-971b-12143eb49508,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,332602.250000,STANDARD
1593,IN_PROGRESS,2021-05-06 13:47:37.000000000,,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,144383.000000,STANDARD
1596,CANCELLED,2021-05-07 05:21:34.000000000,,2021-08-18 15:49:31.000000000,29138dc0-bafe-479e-8206-fc9b2eaeee61,6702c41cb46280436bd51ba27456f70b961a95f62fde55f89ec971a5e604e00f,140634.000000,HMO
1597,CANCELLED,2021-05-14 13:55:05.000000000,,2022-01-31 11:33:22.000000000,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,86600.130000,STANDARD
1598,IN_PROGRESS,2021-05-06 14:22:50.000000000,,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,144383.000000,STANDARD
1599,COMPLETED,2021-05-07 10:42:34.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,126161.750000,STANDARD
1601,IN_PROGRESS,2021-06-03 17:17:08.000000000,,,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,551422.000000,HMO
1602,COMPLETED,2021-05-06 18:22:35.000000000,2021-08-09 22:59:00.000000000,,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,402534.000000,HMO
1603,CANCELLED,2021-05-06 18:50:31.000000000,,2021-10-08 15:40:31.000000000,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,515140.160000,HMO
1604,CANCELLED,2021-05-06 19:00:34.000000000,,,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,386904.500000,STANDARD
1606,CANCELLED,2021-05-07 06:52:36.000000000,,2021-10-11 15:42:04.000000000,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,225667.000000,STANDARD
1608,COMPLETED,2021-05-07 12:21:52.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,126161.750000,STANDARD
1609,COMPLETED,2021-05-07 12:36:57.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,150245.500000,STANDARD
1610,COMPLETED,2021-05-07 12:50:49.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,126161.750000,STANDARD
1612,COMPLETED,2021-05-07 12:59:00.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,184466.250000,STANDARD
1614,COMPLETED,2021-05-07 13:11:26.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,137995.000000,STANDARD
1615,IN_PROGRESS,2021-05-07 09:34:17.000000000,,,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,106416.750000,STANDARD
1616,COMPLETED,2021-05-07 13:18:56.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,131594.000000,STANDARD
1617,IN_PROGRESS,2021-05-07 09:48:10.000000000,,,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,106416.750000,STANDARD
1618,IN_PROGRESS,2021-05-07 10:03:52.000000000,,,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,106416.750000,STANDARD
1623,COMPLETED,2021-05-07 14:18:01.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,123000.880000,STANDARD
1628,CANCELLED,2021-05-07 14:47:57.000000000,,2021-07-01 08:39:50.000000000,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,230902.750000,STANDARD
1629,COMPLETED,2021-05-07 14:32:21.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,159401.630000,STANDARD
1630,COMPLETED,2021-05-07 14:41:43.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,108681.500000,STANDARD
1631,COMPLETED,2021-05-07 15:02:32.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,182801.880000,STANDARD
1633,COMPLETED,2021-05-07 15:42:38.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,171101.750000,STANDARD
1640,IN_PROGRESS,2021-05-17 13:43:49.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,90880.130000,STANDARD
1641,IN_PROGRESS,2021-05-13 11:02:22.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,90880.130000,STANDARD
1643,COMPLETED,2021-05-18 11:33:58.000000000,2021-08-20 22:59:00.000000000,,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,490218.500000,STANDARD
1644,COMPLETED,2021-05-12 14:08:41.000000000,2021-08-09 22:59:00.000000000,,8131954a-be66-4c22-8183-e51b4a1004f0,ea04190556b04a6b3f18f490c15dce3db8695fac637bb100820dcbd00d65314c,111301.750000,STANDARD
1647,COMPLETED,2021-05-10 10:24:45.000000000,2021-09-03 22:59:00.000000000,,f31d7ef3-9ea7-4c9f-a2ba-4304b68f2a46,94432402ea6e772e5bf2894fdd31e1c2d34f47a3ba075d5a6c3f9dfbbcd23589,159401.630000,STANDARD
1657,CANCELLED,2021-05-12 14:54:08.000000000,,2021-12-20 11:22:52.000000000,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,158750.940000,HMO
1660,COMPLETED,2021-05-20 09:41:11.000000000,2021-11-09 22:59:00.000000000,,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,189602.000000,STANDARD
1669,CANCELLED,2021-05-24 08:37:09.000000000,,2021-07-14 09:40:41.000000000,cf09571f-ce10-4021-a143-bad12db49b57,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,392403.250000,STANDARD
1670,COMPLETED,2021-05-11 13:27:50.000000000,2021-08-04 22:59:00.000000000,,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,143843.500000,STANDARD
1679,CANCELLED,2021-05-19 13:46:39.000000000,,2021-07-02 03:33:04.000000000,1a37e915-10c2-49fa-bc8d-01fb535cd6c4,28a21fc709234578d62dc0a7984021ef4fd37687dae673fd1cfe163fb34a0b74,358507.200000,STANDARD
1680,COMPLETED,2021-05-11 14:08:34.000000000,2021-08-04 22:59:00.000000000,,89f13a5a-a354-4a4a-b6b2-3fd344874fc0,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,150245.500000,STANDARD
1681,IN_PROGRESS,2021-05-11 16:20:10.000000000,,,00ca468e-3630-4fe6-b0fd-86f6d27e3b40,cc533ea8aa51b56615878636de8f4570820d879ddc7abae0ff7a35a15ef7a30d,122320.750000,STANDARD
1685,CANCELLED,2021-05-11 19:04:36.000000000,,2021-07-15 15:49:14.000000000,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,211267.000000,STANDARD
1691,COMPLETED,2021-05-12 14:00:09.000000000,2021-08-05 22:59:00.000000000,,54560769-20b2-4585-ac2f-2d046ae2eacf,06ec5035557395356d5bb658a7577c7c0608bd5b180b017d780df7b29b8d10b0,118791.850000,STANDARD
1695,COMPLETED,2021-05-12 16:07:26.000000000,2021-09-13 22:59:00.000000000,,19b9e6a3-120d-4bb2-9409-8b71e2ecabe7,c32fbeac32911ad93db398afb1bfed20a374a8e9aa4f2e21dc4dc273be82846c,264710.750000,STANDARD
1698,COMPLETED,2021-05-12 17:20:01.000000000,2021-09-13 22:59:00.000000000,,19b9e6a3-120d-4bb2-9409-8b71e2ecabe7,c32fbeac32911ad93db398afb1bfed20a374a8e9aa4f2e21dc4dc273be82846c,264710.750000,STANDARD
1699,CANCELLED,2021-05-13 00:17:10.000000000,,2021-08-31 07:46:18.000000000,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,756816.000000,HMO
1700,COMPLETED,2021-05-13 08:41:22.000000000,2021-09-13 22:59:00.000000000,,19b9e6a3-120d-4bb2-9409-8b71e2ecabe7,c32fbeac32911ad93db398afb1bfed20a374a8e9aa4f2e21dc4dc273be82846c,255437.500000,STANDARD
1704,COMPLETED,2021-05-13 10:01:21.000000000,2021-11-26 22:59:00.000000000,,0e96c2c9-dedb-4ee8-915b-7a22a9524a53,6b1aff4115a71b0938989207e2aef0c025900516fbc31e48927bda555d27bbda,341979.000000,STANDARD
1710,COMPLETED,2021-05-20 12:44:59.000000000,2022-02-10 22:59:00.000000000,,538a94fc-38aa-41dc-8457-8fc9e6c82879,184a159fb55a516a6384510fbf01790e1733773545f0639c1853b67c6ff7430f,245993.660000,STANDARD
1717,COMPLETED,2021-05-18 13:25:17.000000000,2021-10-08 22:59:00.000000000,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,194502.000000,HMO
1719,CANCELLED,2021-05-14 10:22:24.000000000,,2021-09-03 15:48:58.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,103668.250000,STANDARD
1724,CANCELLED,2021-05-14 11:06:07.000000000,,2021-09-03 15:40:53.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,103668.250000,STANDARD
1725,CANCELLED,2021-05-14 11:28:12.000000000,,2021-09-03 15:51:01.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,103668.250000,STANDARD
1727,CANCELLED,2021-05-14 13:23:48.000000000,,2021-07-20 10:33:49.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,123682.000000,STANDARD
1728,CANCELLED,2021-05-14 13:29:42.000000000,,2021-09-03 15:47:58.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,119809.500000,STANDARD
1730,CANCELLED,2021-05-14 13:26:55.000000000,,2021-09-03 15:52:54.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,119809.500000,STANDARD
1731,COMPLETED,2021-05-18 13:06:47.000000000,2021-09-30 22:59:00.000000000,,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,294169.000000,HMO
1732,CANCELLED,2021-05-14 13:25:30.000000000,,2021-07-20 10:34:48.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,163236.000000,STANDARD
1734,CANCELLED,2021-06-01 10:01:49.000000000,,2021-08-10 11:30:18.000000000,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,269336.000000,HMO
1735,COMPLETED,2021-06-14 15:31:06.000000000,2022-01-24 22:59:00.000000000,,5ac95379-27b3-4ead-b733-d6e88cc7c27d,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,104085.500000,STANDARD
1738,CANCELLED,2021-05-17 21:02:53.000000000,,2021-06-28 11:25:39.000000000,d0f112ca-863c-4446-b748-941291335deb,03cac00b48d53fdd63a4e338890611c710d5ed09b05afe458af9fcf1d119c777,543090.750000,STANDARD
1747,CANCELLED,2021-05-17 11:59:53.000000000,,2021-07-20 10:35:48.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,153801.000000,STANDARD
1749,CANCELLED,2021-05-17 12:39:08.000000000,,2021-09-03 15:52:00.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,94396.000000,STANDARD
1750,CANCELLED,2021-05-17 12:47:59.000000000,,2021-07-20 10:30:53.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,199966.000000,STANDARD
1759,CANCELLED,2021-05-20 09:43:56.000000000,,2021-06-22 10:59:34.000000000,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,143648.500000,HMO
1762,COMPLETED,2021-05-18 12:39:34.000000000,2021-12-07 22:59:00.000000000,,97074843-0854-4e71-895b-ea76a14bfc77,ec0952bff6e76d4488dc6f0001b05681d5fb12c0e6ab96693ce2ca0300d10c10,258309.750000,STANDARD
